function,category,original_line,current_line,variants
function_41a1c0,原版即为简单返回／空函数,40048,40614,1
function_41a1d0,保留原反编译函数体,40054,40620,1
function_41a310,保留原反编译函数体,40108,40674,1
function_41a350,已修改／替换的非空实现,40121,40687,1
function_41a3f0,已修改／替换的非空实现,40143,40709,1
function_41a420,保留原反编译函数体,40157,40723,1
function_41a480,保留原反编译函数体,40175,40741,1
function_41a4d0,保留原反编译函数体,40190,40756,1
function_41a680,保留原反编译函数体,40261,40827,1
function_41a77e,保留原反编译函数体,40330,40896,1
function_41a7bd,保留原反编译函数体,40348,40914,1
function_41a820,保留原反编译函数体,40374,40940,1
function_41a850,保留原反编译函数体,40385,40951,1
function_41a890,保留原反编译函数体,40397,40963,1
function_41a910,保留原反编译函数体,40419,40985,1
function_41a950,已修改／替换的非空实现,40440,41006,1
function_41db20,保留原反编译函数体,40547,41117,42
function_41abc0,保留原反编译函数体,40568,41138,1
function_41ad10,保留原反编译函数体,40646,41216,1
function_41ae60,保留原反编译函数体,40724,41294,1
function_41af90,保留原反编译函数体,40770,41340,1
function_41b0c0,保留原反编译函数体,40814,41384,1
function_41b220,保留原反编译函数体,40886,41456,1
function_41b380,保留原反编译函数体,40958,41528,1
function_41b460,已修改／替换的非空实现,40991,41561,1
function_41b550,保留原反编译函数体,41023,41594,1
function_41b640,保留原反编译函数体,41052,41623,1
function_41b790,保留原反编译函数体,41130,41701,1
function_41b7c0,保留原反编译函数体,41143,41714,1
function_41d520,保留原反编译函数体,41506,42077,15
function_41bc30,保留原反编译函数体,41760,42331,1
function_41c7b0,已修改／替换的非空实现,43628,44199,1
function_41c870,保留原反编译函数体,43677,44248,1
function_41d570,保留原反编译函数体,45751,46322,1
function_41d5c0,已修改／替换的非空实现,45788,46359,1
function_41d610,保留原反编译函数体,45804,46375,1
function_41d630,保留原反编译函数体,45812,46383,1
function_41d770,保留原反编译函数体,45921,46492,1
function_41d9b0,保留原反编译函数体,46170,46741,1
function_41da60,保留原反编译函数体,46187,46758,1
function_41dbc0,保留原反编译函数体,46338,46909,1
function_41dc80,已修改／替换的非空实现,46351,46922,1
function_41de70,已修改／替换的非空实现,46475,47046,1
function_41df30,原版即为简单返回／空函数,46542,47113,1
function_41df40,原版即为简单返回／空函数,46550,47121,1
function_41df50,原版即为简单返回／空函数,46558,47129,1
function_41df60,原版即为简单返回／空函数,46564,47135,1
function_41df70,已修改／替换的非空实现,46570,47141,3
function_41e0c0,已修改／替换的非空实现,46708,47279,1
function_41e190,保留原反编译函数体,46735,47306,1
function_41e1e0,保留原反编译函数体,46755,47326,1
function_41e200,保留原反编译函数体,46772,47343,1
function_41e260,保留原反编译函数体,46791,47362,1
function_48ce00,原版即为简单返回／空函数,46794,47365,15
function_41e2c0,保留原反编译函数体,46805,47376,1
function_41e320,保留原反编译函数体,46820,47391,1
function_41e390,已修改／替换的非空实现,46838,47409,1
function_41e790,已修改／替换的非空实现,47036,47607,1
function_41ea50,保留原反编译函数体,47087,47658,1
function_41eca0,保留原反编译函数体,47275,47846,1
function_41eed0,保留原反编译函数体,47373,47944,1
function_41ef20,保留原反编译函数体,47398,47969,1
function_41ef50,保留原反编译函数体,47414,47985,1
function_41efb0,已修改／替换的非空实现,47477,48048,1
function_41eff0,保留原反编译函数体,47493,48077,2
function_41f580,保留原反编译函数体,47636,48220,1
function_41f800,保留原反编译函数体,47765,48349,1
function_41f990,保留原反编译函数体,47908,48492,1
function_41fbd0,保留原反编译函数体,48183,48767,1
function_41fe90,原版即为简单返回／空函数,48313,48897,1
function_41fea0,已修改／替换的非空实现,48319,48903,1
function_41fef0,原版即为简单返回／空函数,48336,48920,1
function_41ff00,原版即为简单返回／空函数,48342,48926,1
function_41ff10,保留原反编译函数体,48348,48932,1
function_41ffe0,保留原反编译函数体,48371,48955,1
function_4200e0,保留原反编译函数体,48398,48982,1
function_4204f0,保留原反编译函数体,48769,49353,1
function_420530,保留原反编译函数体,48787,49371,1
function_4205b0,保留原反编译函数体,48817,49401,1
function_4206d0,保留原反编译函数体,48876,49460,1
function_420740,保留原反编译函数体,48908,49492,1
function_4207c0,保留原反编译函数体,48924,49508,1
function_4207e0,原版即为简单返回／空函数,48932,49516,1
function_4207f0,保留原反编译函数体,48940,49524,1
function_420830,保留原反编译函数体,48960,49544,1
function_420900,保留原反编译函数体,49004,49588,1
function_420980,保留原反编译函数体,49039,49623,1
function_4209b0,保留原反编译函数体,49053,49637,1
function_420a10,保留原反编译函数体,49081,49665,1
function_420a30,保留原反编译函数体,49092,49676,1
function_420a80,保留原反编译函数体,49117,49701,1
function_420a90,保留原反编译函数体,49126,49710,1
function_420b20,保留原反编译函数体,49150,49734,1
function_420b90,保留原反编译函数体,49172,49756,1
function_420dc0,保留原反编译函数体,49321,49905,1
function_420e40,保留原反编译函数体,49332,49916,1
function_420ec0,保留原反编译函数体,49343,49927,1
function_420f40,保留原反编译函数体,49354,49938,1
function_420fc0,保留原反编译函数体,49365,49949,1
function_4211d0,保留原反编译函数体,49638,50222,1
function_4213d0,保留原反编译函数体,49791,50375,1
function_421440,保留原反编译函数体,49800,50384,1
function_421495,原版即为简单返回／空函数,49819,50403,1
function_4214a0,保留原反编译函数体,49825,50409,1
function_4215af,保留原反编译函数体,49887,50471,1
function_4216a0,保留原反编译函数体,50048,50632,1
function_421860,已修改／替换的非空实现,50084,50668,1
function_421dc0,保留原反编译函数体,50478,51062,1
function_421e40,保留原反编译函数体,50529,51113,1
function_4220c0,保留原反编译函数体,50718,51302,1
function_422130,保留原反编译函数体,50807,51391,1
function_422190,已修改／替换的非空实现,50892,51476,1
function_422410,保留原反编译函数体,51231,51815,1
function_4224b0,保留原反编译函数体,51290,51874,1
function_422500,保留原反编译函数体,51324,51908,1
function_422550,保留原反编译函数体,51343,51927,1
function_422690,保留原反编译函数体,51389,51973,1
function_4227d0,保留原反编译函数体,51435,52019,1
function_422910,保留原反编译函数体,51481,52065,1
function_422a60,保留原反编译函数体,51527,52111,1
function_422b40,保留原反编译函数体,51547,52131,1
function_422c20,保留原反编译函数体,51567,52151,1
function_422d00,保留原反编译函数体,51587,52171,1
function_422de0,保留原反编译函数体,51607,52191,1
function_422ec0,保留原反编译函数体,51627,52211,1
function_422fc0,保留原反编译函数体,51647,52231,1
function_4230a0,保留原反编译函数体,51681,52265,1
function_4231e0,保留原反编译函数体,51790,52374,1
function_423350,保留原反编译函数体,51935,52519,1
function_423430,保留原反编译函数体,52010,52594,1
function_423560,保留原反编译函数体,52092,52676,1
function_423620,保留原反编译函数体,52132,52716,1
function_423640,已修改／替换的非空实现,52142,52726,1
function_4236d4,原版即为简单返回／空函数,52163,52747,1
function_4236dc,保留原反编译函数体,52169,52753,1
function_423700,保留原反编译函数体,52179,52763,1
function_423757,保留原反编译函数体,52190,52774,1
function_42376a,保留原反编译函数体,52199,52783,1
function_423790,保留原反编译函数体,52209,52793,1
function_4237b0,保留原反编译函数体,52216,52800,1
function_423990,保留原反编译函数体,52478,53062,1
function_423be0,保留原反编译函数体,52748,53332,1
function_423cf0,保留原反编译函数体,52796,53380,1
function_423d60,保留原反编译函数体,52813,53397,1
function_423dd0,保留原反编译函数体,52829,53413,1
function_423e70,保留原反编译函数体,52846,53430,1
function_423f00,保留原反编译函数体,52867,53451,1
function_423f50,保留原反编译函数体,52881,53465,1
function_423f90,原版即为简单返回／空函数,52889,53473,1
function_423fd0,保留原反编译函数体,52895,53479,1
function_424060,保留原反编译函数体,52916,53500,1
function_4240f0,保留原反编译函数体,52937,53521,1
function_424180,保留原反编译函数体,52958,53542,1
function_4241f9,保留原反编译函数体,52979,53563,1
function_424280,保留原反编译函数体,52996,53580,1
function_424320,保留原反编译函数体,53015,53599,1
function_424350,保留原反编译函数体,53047,53631,1
function_424430,保留原反编译函数体,53076,53660,1
function_4247f0,保留原反编译函数体,53085,53669,2
function_424f60,保留原反编译函数体,53103,53687,2
function_424640,保留原反编译函数体,53138,53722,1
function_4248e0,保留原反编译函数体,53145,53729,2
function_424720,保留原反编译函数体,53158,53742,1
function_4249d0,保留原反编译函数体,53301,53885,1
function_424bb0,保留原反编译函数体,53383,53967,1
function_424d60,保留原反编译函数体,53454,54038,1
function_424da0,保留原反编译函数体,53474,54058,1
function_425030,保留原反编译函数体,53631,54215,1
function_4250e0,保留原反编译函数体,53663,54247,1
function_4252d0,原版即为简单返回／空函数,53734,54318,1
function_4252e0,保留原反编译函数体,53740,54324,1
function_4252f0,原版即为简单返回／空函数,53747,54331,1
function_425300,保留原反编译函数体,53755,54339,1
function_425320,保留原反编译函数体,53770,54354,1
function_425350,已修改／替换的非空实现,53789,54373,1
function_4253d0,保留原反编译函数体,53801,54385,1
function_425420,保留原反编译函数体,53827,54411,1
function_425510,保留原反编译函数体,53915,54499,1
function_4255e0,保留原反编译函数体,53988,54572,1
function_4258a0,原版即为简单返回／空函数,54118,54702,1
function_4258b0,已修改／替换的非空实现,54124,54708,1
function_425900,原版即为简单返回／空函数,54141,54725,1
function_425910,保留原反编译函数体,54147,54731,1
function_4259e0,保留原反编译函数体,54176,54760,1
function_425ae0,保留原反编译函数体,54201,54785,1
function_425ef0,保留原反编译函数体,54572,55156,1
function_426090,保留原反编译函数体,54608,55192,2
function_425fd0,保留原反编译函数体,54617,55201,1
function_426030,保留原反编译函数体,54667,55251,1
function_426060,保留原反编译函数体,54679,55263,1
