function,category,original_line,current_line,variants
function_429de0,保留原反编译函数体,59449,60097,1
function_429e00,保留原反编译函数体,59470,60118,1
function_429f40,保留原反编译函数体,59516,60164,1
function_42a080,保留原反编译函数体,59562,60210,1
function_42a1d0,保留原反编译函数体,59608,60256,1
function_42a310,保留原反编译函数体,59654,60302,1
function_42a3e0,保留原反编译函数体,59729,60377,1
function_42a510,保留原反编译函数体,59814,60462,1
function_42a530,原版即为简单返回／空函数,59823,60471,1
function_42a570,原版即为简单返回／空函数,59829,60477,1
function_42a5a0,原版即为简单返回／空函数,59835,60483,1
function_42a5c0,保留原反编译函数体,59841,60489,1
function_42a7a0,保留原反编译函数体,60094,60742,1
function_42a800,保留原反编译函数体,60123,60771,1
function_42a900,保留原反编译函数体,60175,60823,1
function_42a9a0,保留原反编译函数体,60216,60864,1
function_42aa30,保留原反编译函数体,60237,60885,1
function_42aac0,保留原反编译函数体,60258,60906,1
function_42ab50,保留原反编译函数体,60279,60927,1
function_42abe0,保留原反编译函数体,60302,60950,1
function_42ac10,原版即为简单返回／空函数,60315,60963,1
function_42ac20,保留原反编译函数体,60321,60969,1
function_42b280,未找到同名入口，待核对替代,60545,,0
function_42b2a0,未找到同名入口，待核对替代,60558,,0
function_42b2d0,未找到同名入口，待核对替代,60572,,0
function_42b3a0,保留原反编译函数体,60586,61193,1
function_42b3f0,保留原反编译函数体,60594,61201,1
function_42b470,原版即为简单返回／空函数,60611,61218,1
function_42b480,保留原反编译函数体,60619,61226,1
function_42b4a0,保留原反编译函数体,60634,61241,1
function_42b550,保留原反编译函数体,60664,61271,1
function_42b560,保留原反编译函数体,60674,61281,1
function_42b580,保留原反编译函数体,60685,61292,1
function_42b5c0,保留原反编译函数体,60702,61309,1
function_42b6d0,保留原反编译函数体,60731,61338,2
function_42ba50,保留原反编译函数体,60827,61434,1
function_42bcc0,未找到同名入口，待核对替代,60908,,0
function_42bd00,已修改／替换的非空实现,60926,62239,1
function_42c030,保留原反编译函数体,60983,62296,1
function_42c0a0,保留原反编译函数体,61013,62326,1
function_42c100,未找到同名入口，待核对替代,61040,,0
function_42c300,未找到同名入口，待核对替代,61128,,0
function_42c470,保留原反编译函数体,61161,62476,1
function_42c510,保留原反编译函数体,61196,62511,1
function_42c520,保留原反编译函数体,61203,62518,1
function_42c550,保留原反编译函数体,61212,62527,1
function_42c560,保留原反编译函数体,61219,62534,1
function_42c590,保留原反编译函数体,61228,62543,1
function_42c5a0,保留原反编译函数体,61235,62550,1
function_42c5d0,保留原反编译函数体,61246,62561,1
function_42c890,原版即为简单返回／空函数,61376,62691,1
function_42c8a0,已修改／替换的非空实现,61382,62697,1
function_42c8f0,原版即为简单返回／空函数,61399,62714,1
function_42c900,保留原反编译函数体,61405,62720,1
function_42c9c0,保留原反编译函数体,61428,62743,1
function_42cac0,保留原反编译函数体,61455,62770,1
function_42ced0,保留原反编译函数体,61828,63143,1
function_42cf50,保留原反编译函数体,61858,63173,1
function_42d060,保留原反编译函数体,61921,63236,1
function_42d0d0,保留原反编译函数体,61955,63270,1
function_42d160,保留原反编译函数体,61979,63294,1
function_42d180,原版即为简单返回／空函数,61987,63302,1
function_42d190,保留原反编译函数体,61993,63308,1
function_42d1c0,保留原反编译函数体,62005,63320,1
function_42d230,保留原反编译函数体,62033,63348,1
function_42d240,保留原反编译函数体,62040,63355,1
function_42d400,保留原反编译函数体,62076,63391,1
function_42d4d0,已修改／替换的非空实现,62220,63535,1
function_42d750,保留原反编译函数体,62559,63874,1
function_42d7a0,保留原反编译函数体,62593,63908,1
function_42d7f0,保留原反编译函数体,62612,63927,1
function_42d850,保留原反编译函数体,62646,63961,1
function_42d930,保留原反编译函数体,62666,63981,1
function_42da10,保留原反编译函数体,62686,64001,1
function_42da80,保留原反编译函数体,62713,64028,1
function_42db20,保留原反编译函数体,62730,64045,1
function_42dc70,保留原反编译函数体,62776,64091,1
function_42ddb0,保留原反编译函数体,62822,64137,1
function_42de90,保留原反编译函数体,62897,64212,1
function_42dfc0,保留原反编译函数体,62979,64294,1
function_42e030,保留原反编译函数体,62995,64310,1
function_42e050,原版即为简单返回／空函数,63004,64319,1
function_42e070,保留原反编译函数体,63010,64325,1
function_42e2c0,保留原反编译函数体,63280,64595,1
function_42e3d0,保留原反编译函数体,63326,64641,1
function_42e430,保留原反编译函数体,63338,64653,1
function_42e4c0,保留原反编译函数体,63355,64670,1
function_42e539,保留原反编译函数体,63376,64691,1
function_42e5b0,保留原反编译函数体,63392,64707,1
function_42e640,保留原反编译函数体,63413,64728,1
function_42e6b9,保留原反编译函数体,63434,64749,1
function_42e6e0,原版即为简单返回／空函数,63444,64759,1
function_42e6f0,原版即为简单返回／空函数,63452,64767,1
function_42e700,保留原反编译函数体,63460,64775,1
function_42e7d0,保留原反编译函数体,63497,64812,1
function_42e940,已修改／替换的非空实现,63720,65035,1
function_42ea80,保留原反编译函数体,63740,65057,1
function_42ed30,已修改／替换的非空实现,63915,65232,1
function_42ef00,已修改／替换的非空实现,63970,65287,1
function_42f120,已修改／替换的非空实现,64060,65377,1
function_42f1b0,保留原反编译函数体,64088,65405,1
function_42f2a0,已修改／替换的非空实现,64153,65470,1
function_42f350,保留原反编译函数体,64168,65485,1
function_42f6c0,保留原反编译函数体,64283,65600,1
function_42f800,保留原反编译函数体,64371,65688,1
function_42f910,保留原反编译函数体,64419,65736,1
function_42f970,保留原反编译函数体,64445,65762,1
function_42f9d0,保留原反编译函数体,64472,65789,1
function_42fa50,保留原反编译函数体,64493,65810,1
function_42fae0,已修改／替换的非空实现,64526,65843,1
function_42fe10,保留原反编译函数体,64690,66007,1
function_42fe80,保留原反编译函数体,64748,66065,1
function_42fee0,保留原反编译函数体,64783,66100,1
function_42ff70,保留原反编译函数体,64816,66133,3
function_42ffb0,保留原反编译函数体,64836,66153,1
function_430080,保留原反编译函数体,64887,66204,1
function_4300d0,保留原反编译函数体,64924,66241,1
function_430140,保留原反编译函数体,64958,66275,1
function_430180,保留原反编译函数体,64975,66292,1
function_430280,保留原反编译函数体,65034,66351,1
function_430540,原版即为简单返回／空函数,65164,66481,1
function_430550,已修改／替换的非空实现,65170,66487,1
function_4305a0,原版即为简单返回／空函数,65187,66504,1
function_4305b0,保留原反编译函数体,65193,66510,1
function_430670,保留原反编译函数体,65216,66533,1
function_430770,保留原反编译函数体,65243,66560,1
function_430bd0,保留原反编译函数体,65616,66933,1
function_430c50,保留原反编译函数体,65646,66963,1
function_430d70,保留原反编译函数体,65705,67022,1
function_430de0,保留原反编译函数体,65737,67054,1
function_430e00,原版即为简单返回／空函数,65745,67062,1
function_430e10,保留原反编译函数体,65753,67070,1
function_430ea0,保留原反编译函数体,65777,67094,1
function_430ec0,原版即为简单返回／空函数,65785,67102,1
function_430ed0,保留原反编译函数体,65791,67108,1
function_430f00,保留原反编译函数体,65803,67120,1
function_430f40,保留原反编译函数体,65834,67151,1
function_430f50,保留原反编译函数体,65841,67158,1
function_430fc0,保留原反编译函数体,65870,67187,1
function_430fd0,保留原反编译函数体,65879,67196,1
function_431060,保留原反编译函数体,65903,67220,1
function_431220,保留原反编译函数体,65939,67256,1
function_4312c0,保留原反编译函数体,66078,67395,1
function_4313a2,保留原反编译函数体,66123,67440,1
function_431490,保留原反编译函数体,66281,67598,1
function_431650,未找到同名入口，待核对替代,66317,,0
function_431670,已修改／替换的非空实现,66324,67637,1
function_4318d0,保留原反编译函数体,66696,68009,1
function_431920,已修改／替换的非空实现,66748,68061,1
function_431ba0,保留原反编译函数体,67087,68400,1
function_431c00,保留原反编译函数体,67121,68434,1
function_431c60,保留原反编译函数体,67140,68453,1
function_431c80,保留原反编译函数体,67161,68474,1
function_431cd0,保留原反编译函数体,67195,68508,1
function_431d20,保留原反编译函数体,67214,68527,1
function_431d80,已修改／替换的非空实现,67233,68546,1
function_431e40,保留原反编译函数体,67283,68596,1
function_431ee0,保留原反编译函数体,67299,68612,1
function_432020,保留原反编译函数体,67345,68658,1
function_432160,保留原反编译函数体,67391,68704,1
function_432240,保留原反编译函数体,67411,68724,1
function_432320,保留原反编译函数体,67431,68744,1
function_432400,保留原反编译函数体,67451,68764,1
function_4324e0,保留原反编译函数体,67471,68784,1
function_4325c0,保留原反编译函数体,67491,68804,1
function_432660,保留原反编译函数体,67508,68821,1
function_4326a0,保留原反编译函数体,67547,68860,1
function_432770,保留原反编译函数体,67618,68931,1
function_432850,保留原反编译函数体,67693,69006,1
function_432980,保留原反编译函数体,67777,69090,1
function_4329a0,原版即为简单返回／空函数,67786,69099,1
function_4329c0,保留原反编译函数体,67792,69105,1
function_432ba0,保留原反编译函数体,68045,69358,1
function_432df0,保留原反编译函数体,68313,69626,1
function_432e50,保留原反编译函数体,68342,69655,1
function_432f70,保留原反编译函数体,68424,69737,1
function_433080,保留原反编译函数体,68470,69783,1
function_4330e0,保留原反编译函数体,68482,69795,1
function_433160,保留原反编译函数体,68494,69807,1
function_4331d0,保留原反编译函数体,68506,69819,1
function_433260,保留原反编译函数体,68523,69836,1
function_4332df,保留原反编译函数体,68544,69857,1
function_433300,保留原反编译函数体,68552,69865,1
function_433390,保留原反编译函数体,68573,69886,1
function_4333d0,保留原反编译函数体,68618,69931,1
function_4333f0,保留原反编译函数体,68634,69947,1
function_433480,保留原反编译函数体,68655,69968,1
function_4334f9,保留原反编译函数体,68676,69989,1
function_4335a0,保留原反编译函数体,68697,70010,1
function_433630,保留原反编译函数体,68713,70026,1
function_4336e0,保留原反编译函数体,68773,70086,1
function_433710,原版即为简单返回／空函数,68789,70102,1
function_433720,原版即为简单返回／空函数,68797,70110,1
function_433730,保留原反编译函数体,68803,70116,1
function_433740,保留原反编译函数体,68810,70123,1
function_433760,保留原反编译函数体,68820,70133,1
function_433770,保留原反编译函数体,68827,70140,1
function_433780,保留原反编译函数体,68837,70150,1
function_4338d0,保留原反编译函数体,68896,70209,1
function_433aa0,保留原反编译函数体,69027,70340,1
function_433ae0,保留原反编译函数体,69045,70358,1
function_433c90,保留原反编译函数体,69081,70394,2
function_4341f0,保留原反编译函数体,69228,70541,1
function_434380,保留原反编译函数体,69297,70610,1
function_434760,已修改／替换的非空实现,69669,70982,1
function_434920,保留原反编译函数体,69702,71015,1
function_434a50,保留原反编译函数体,69780,71093,1
function_434b40,未找到同名入口，待核对替代,69862,,0
function_434b60,未找到同名入口，待核对替代,69871,,0
function_434f40,未找到同名入口，待核对替代,70193,,0
function_435220,保留原反编译函数体,70352,71173,1
function_4355f0,保留原反编译函数体,70794,71615,1
function_435720,保留原反编译函数体,70888,71709,1
function_435860,保留原反编译函数体,70996,71817,1
function_435af0,保留原反编译函数体,71204,72025,1
function_435b20,保留原反编译函数体,71218,72039,1
function_435d00,保留原反编译函数体,71424,72245,2
function_435e80,保留原反编译函数体,71504,72325,1
function_435ee0,保留原反编译函数体,71526,72347,1
function_435f00,保留原反编译函数体,71539,72360,1
function_435fc0,保留原反编译函数体,71625,72446,1
function_435fd0,保留原反编译函数体,71633,72454,1
function_4360c0,保留原反编译函数体,71679,72500,1
function_436110,保留原反编译函数体,71700,72521,1
function_436140,保留原反编译函数体,71718,72539,1
function_436180,保留原反编译函数体,71737,72558,1
function_4361c0,保留原反编译函数体,71755,72576,1
function_436290,保留原反编译函数体,71784,72605,1
function_4362f0,保留原反编译函数体,71831,72652,1
function_436350,保留原反编译函数体,71885,72706,1
function_4363b0,保留原反编译函数体,71933,72754,1
function_436450,保留原反编译函数体,71973,72794,1
function_436710,原版即为简单返回／空函数,72103,72924,1
function_436720,已修改／替换的非空实现,72109,72930,1
function_436770,原版即为简单返回／空函数,72126,72947,1
function_436780,保留原反编译函数体,72132,72953,1
function_436840,保留原反编译函数体,72155,72976,1
function_436940,保留原反编译函数体,72180,73001,1
function_436d50,保留原反编译函数体,72551,73372,1
function_437e10,保留原反编译函数体,72592,73413,2
function_436e60,保留原反编译函数体,72601,73422,1
function_436ec0,保留原反编译函数体,72650,73471,1
function_436fe0,保留原反编译函数体,72707,73528,1
function_437f40,保留原反编译函数体,72747,73568,2
function_437170,保留原反编译函数体,72778,73599,1
function_437220,保留原反编译函数体,72810,73631,1
function_437260,保留原反编译函数体,72825,73646,1
function_437290,保留原反编译函数体,72841,73662,1
function_438080,保留原反编译函数体,72886,73707,2
function_4373b0,保留原反编译函数体,72895,73716,1
function_437440,保留原反编译函数体,72946,73767,1
function_437470,保留原反编译函数体,72960,73781,1
function_438190,保留原反编译函数体,73006,73827,2
function_4375c0,保留原反编译函数体,73015,73836,1
function_437690,保留原反编译函数体,73064,73885,1
function_438270,保留原反编译函数体,73111,73932,2
function_4377f0,保留原反编译函数体,73120,73941,1
function_4378c0,保留原反编译函数体,73160,73981,1
function_4379e0,保留原反编译函数体,73219,74040,1
function_437a60,保留原反编译函数体,73249,74070,1
function_437b70,保留原反编译函数体,73312,74133,1
function_437be0,保留原反编译函数体,73346,74167,1
function_437c70,保留原反编译函数体,73372,74193,1
function_437c90,原版即为简单返回／空函数,73382,74203,1
function_437ca0,保留原反编译函数体,73390,74211,1
function_437d30,保留原反编译函数体,73416,74237,1
function_437d50,原版即为简单返回／空函数,73426,74247,1
function_437d60,保留原反编译函数体,73432,74253,1
function_437d90,保留原反编译函数体,73444,74265,1
function_437df0,保留原反编译函数体,73473,74294,1
function_437e50,保留原反编译函数体,73513,74334,1
function_437ea0,保留原反编译函数体,73540,74361,1
function_437ee0,保留原反编译函数体,73567,74388,1
function_437f90,保留原反编译函数体,73625,74446,1
function_437fb0,保留原反编译函数体,73650,74471,1
function_438030,保留原反编译函数体,73680,74501,1
function_4380c0,保留原反编译函数体,73748,74569,1
function_438140,保留原反编译函数体,73778,74599,1
function_4381d0,保留原反编译函数体,73837,74658,1
function_4381f0,保留原反编译函数体,73855,74676,1
function_4382b0,保留原反编译函数体,73910,74731,1
function_438330,保留原反编译函数体,73939,74760,1
function_438370,保留原反编译函数体,73966,74787,1
function_438380,保留原反编译函数体,73973,74794,1
function_438540,保留原反编译函数体,74009,74830,1
function_438700,保留原反编译函数体,74045,74866,1
function_4387d0,保留原反编译函数体,74087,74908,1
function_438820,保留原反编译函数体,74111,74932,1
function_438940,保留原反编译函数体,74154,74975,1
function_4389a0,保留原反编译函数体,74178,74999,1
function_438a90,保留原反编译函数体,74226,75047,1
function_438af0,保留原反编译函数体,74248,75069,1
function_438bf0,保留原反编译函数体,74292,75113,1
function_438c50,保留原反编译函数体,74316,75137,1
function_438d40,保留原反编译函数体,74359,75180,1
function_438da0,保留原反编译函数体,74383,75204,1
function_438e70,保留原反编译函数体,74527,75348,1
function_438f00,已修改／替换的非空实现,74591,75412,1
function_439180,保留原反编译函数体,74930,75751,1
function_4391d0,保留原反编译函数体,74964,75785,1
function_439220,保留原反编译函数体,74983,75804,1
function_439300,保留原反编译函数体,75003,75824,1
function_4393e0,保留原反编译函数体,75023,75844,1
function_439460,保留原反编译函数体,75039,75860,1
function_439540,保留原反编译函数体,75059,75880,1
function_439620,保留原反编译函数体,75079,75900,1
function_439700,保留原反编译函数体,75099,75920,1
function_4397e0,保留原反编译函数体,75119,75940,1
function_439840,保留原反编译函数体,75146,75967,1
function_4398e0,保留原反编译函数体,75163,75984,1
function_439940,保留原反编译函数体,75240,76061,1
function_439a80,保留原反编译函数体,75286,76107,1
function_439bd0,保留原反编译函数体,75332,76153,1
function_439c20,保留原反编译函数体,75347,76168,1
function_439c50,保留原反编译函数体,75375,76196,1
function_439c80,保留原反编译函数体,75382,76203,1
function_439cb0,保留原反编译函数体,75406,76227,1
function_439ce0,保留原反编译函数体,75434,76255,1
function_439e10,保留原反编译函数体,75517,76338,1
function_439ef0,保留原反编译函数体,75592,76413,1
function_43a020,已修改／替换的非空实现,75676,76497,1
function_43a0ae,原版即为简单返回／空函数,75694,76515,1
function_43a0b6,保留原反编译函数体,75700,76521,1
function_43a0e0,原版即为简单返回／空函数,75708,76529,1
function_43a100,保留原反编译函数体,75714,76535,1
function_43a350,保留原反编译函数体,75982,76803,1
function_43a3b0,保留原反编译函数体,76013,76834,1
function_43a4c0,保留原反编译函数体,76060,76881,1
function_43a550,保留原反编译函数体,76077,76898,1
function_43a620,保留原反编译函数体,76199,77020,1
function_43a720,保留原反编译函数体,76338,77159,1
function_43a7b0,保留原反编译函数体,76359,77180,1
function_43a860,保留原反编译函数体,76425,77246,1
function_43a900,保留原反编译函数体,76488,77309,1
function_43a9f0,保留原反编译函数体,76565,77386,1
function_43aa40,保留原反编译函数体,76606,77427,1
function_43ab00,保留原反编译函数体,76675,77496,1
function_43ab60,保留原反编译函数体,76686,77507,1
function_43abc0,保留原反编译函数体,76698,77519,1
function_43adc0,保留原反编译函数体,76820,77641,1
function_43ade0,保留原反编译函数体,76841,77662,1
function_43ae60,保留原反编译函数体,76856,77677,1
function_43af30,保留原反编译函数体,76877,77698,1
function_43afd0,保留原反编译函数体,76894,77715,1
function_43b060,保留原反编译函数体,76910,77731,1
function_43b0e0,保留原反编译函数体,76925,77746,1
function_43b150,保留原反编译函数体,76938,77759,1
function_43b1b0,保留原反编译函数体,76950,77771,1
function_43b2f0,保留原反编译函数体,77173,77994,1
function_43b380,保留原反编译函数体,77194,78015,1
function_43b410,保留原反编译函数体,77215,78036,1
function_43b6c0,保留原反编译函数体,77500,78321,1
function_43b6f0,保留原反编译函数体,77532,78353,1
function_43b790,保留原反编译函数体,77590,78411,1
function_43b7d0,保留原反编译函数体,77626,78447,1
function_43b800,保留原反编译函数体,77658,78479,1
function_43b840,保留原反编译函数体,77690,78511,1
function_43b900,保留原反编译函数体,77754,78575,1
function_43b980,保留原反编译函数体,77772,78593,1
function_43bab0,保留原反编译函数体,77878,78699,1
function_43bb50,保留原反编译函数体,78054,78875,1
function_43bba0,保留原反编译函数体,78085,78906,1
function_43bc20,保留原反编译函数体,78209,79030,1
function_43bcc0,保留原反编译函数体,78231,79052,1
function_43bdc0,保留原反编译函数体,78347,79168,1
function_43be50,保留原反编译函数体,78388,79209,1
function_43bf40,保留原反编译函数体,78471,79292,1
function_43bfc0,保留原反编译函数体,78548,79369,1
function_43c070,保留原反编译函数体,78569,79390,1
function_43c140,保留原反编译函数体,78647,79468,1
function_43c1b0,原版即为简单返回／空函数,78696,79517,1
function_43c1c0,原版即为简单返回／空函数,78704,79525,1
function_43c1d0,原版即为简单返回／空函数,78712,79533,1
function_43c1e0,保留原反编译函数体,78720,79541,1
function_43c210,保留原反编译函数体,78740,79561,1
function_43c220,保留原反编译函数体,78750,79571,1
function_43c2b0,保留原反编译函数体,78794,79615,2
function_43c530,保留原反编译函数体,78874,79695,1
function_43c690,保留原反编译函数体,78940,79761,1
function_43c6b0,已修改／替换的非空实现,78953,79774,1
function_43c860,未找到同名入口，待核对替代,78986,,0
function_43c8c0,保留原反编译函数体,79012,79832,1
function_43c920,保留原反编译函数体,79039,79859,1
function_43ca40,保留原反编译函数体,79089,79909,1
function_43cc00,保留原反编译函数体,79121,79941,1
function_43cec0,原版即为简单返回／空函数,79251,80071,1
function_43ced0,已修改／替换的非空实现,79257,80077,1
function_43cf20,已修改／替换的非空实现,79274,80095,2
function_43cf30,保留原反编译函数体,79280,80110,1
function_43d010,保留原反编译函数体,79314,80144,1
function_43d110,已修改／替换的非空实现,79341,80543,2
function_43d520,保留原反编译函数体,79714,80564,1
function_43d5a0,保留原反编译函数体,79744,80594,1
function_43d6b0,保留原反编译函数体,79807,80657,1
function_43d720,保留原反编译函数体,79841,80691,1
function_43d7b0,保留原反编译函数体,79865,80715,1
function_43d7d0,原版即为简单返回／空函数,79873,80723,1
function_43d7e0,保留原反编译函数体,79879,80729,1
function_43d810,保留原反编译函数体,79893,80743,1
function_43d870,保留原反编译函数体,79920,80770,1
function_43d880,保留原反编译函数体,79927,80777,1
function_43da40,保留原反编译函数体,79963,80813,1
function_43db10,已修改／替换的非空实现,80107,80957,1
function_43dd90,保留原反编译函数体,80446,81296,1
function_43dde0,保留原反编译函数体,80480,81330,1
function_43de30,保留原反编译函数体,80499,81349,1
function_43df10,保留原反编译函数体,80519,81369,1
function_43dfb0,保留原反编译函数体,80536,81386,1
function_43e100,保留原反编译函数体,80584,81434,1
function_43e110,保留原反编译函数体,80591,81441,1
function_43e1f0,保留原反编译函数体,80666,81516,1
function_43e320,原版即为简单返回／空函数,80748,81598,1
function_43e340,保留原反编译函数体,80754,81604,1
function_43e590,保留原反编译函数体,81024,81874,1
function_43e6a0,保留原反编译函数体,81070,81920,1
function_43e730,保留原反编译函数体,81087,81937,1
function_43e7aa,保留原反编译函数体,81108,81958,1
function_43e7c0,保留原反编译函数体,81117,81967,1
function_43e83a,保留原反编译函数体,81138,81988,1
function_43e850,保留原反编译函数体,81149,81999,1
function_43e860,原版即为简单返回／空函数,81156,82006,1
function_43e870,原版即为简单返回／空函数,81162,82012,1
function_43e880,保留原反编译函数体,81170,82020,1
function_43e890,已修改／替换的非空实现,81178,82028,1
function_43eb80,保留原反编译函数体,81295,82145,1
function_43ec30,保留原反编译函数体,81322,82172,1
function_43eda0,保留原反编译函数体,81358,82208,2
function_43f5a0,保留原反编译函数体,81620,82470,1
function_43f750,保留原反编译函数体,81687,82537,1
function_43f770,已修改／替换的非空实现,81700,82550,1
function_43fb00,已修改／替换的非空实现,81764,82614,1
function_43fbe0,保留原反编译函数体,81800,82650,1
function_43fc40,已修改／替换的非空实现,81825,82675,1
function_440180,保留原反编译函数体,82295,83145,1
function_440350,已修改／替换的非空实现,82357,83207,1
function_440390,保留原反编译函数体,82374,83217,1
function_440560,保留原反编译函数体,82495,83338,1
function_440710,已修改／替换的非空实现,82597,83440,1
function_440770,保留原反编译函数体,82612,83455,1
function_4407a0,保留原反编译函数体,82627,83470,1
function_440900,保留原反编译函数体,82839,83682,1
function_440910,已修改／替换的非空实现,82847,83690,1
function_440ca0,保留原反编译函数体,82978,83813,1
function_440de0,保留原反编译函数体,83008,83843,1
function_440df0,已修改／替换的非空实现,83022,83857,1
function_440e20,保留原反编译函数体,83035,83870,1
function_440e30,保留原反编译函数体,83042,83877,1
function_440e60,保留原反编译函数体,83062,83897,1
function_440e70,保留原反编译函数体,83069,83904,1
function_440e90,保留原反编译函数体,83077,83912,1
function_440ea0,保留原反编译函数体,83084,83919,1
function_440ed0,保留原反编译函数体,83093,83928,1
function_440ee0,保留原反编译函数体,83100,83935,1
function_440f10,保留原反编译函数体,83109,83944,1
function_440f20,保留原反编译函数体,83116,83951,1
function_440f50,保留原反编译函数体,83125,83960,1
function_440f60,保留原反编译函数体,83132,83967,1
function_440f90,保留原反编译函数体,83141,83976,1
function_440fa0,保留原反编译函数体,83148,83983,1
function_440fd0,保留原反编译函数体,83157,83992,1
function_440fe0,保留原反编译函数体,83164,83999,1
function_441010,保留原反编译函数体,83173,84008,1
function_441020,保留原反编译函数体,83180,84015,1
function_441040,保留原反编译函数体,83188,84023,1
function_441050,保留原反编译函数体,83195,84030,1
function_441070,保留原反编译函数体,83203,84038,1
function_441080,保留原反编译函数体,83210,84045,1
function_441090,保留原反编译函数体,83218,84053,1
function_4410a0,保留原反编译函数体,83225,84060,1
function_4410b0,保留原反编译函数体,83232,84067,1
function_4410c0,已修改／替换的非空实现,83239,84074,1
function_441250,保留原反编译函数体,83395,84230,1
function_4413a0,保留原反编译函数体,83551,84386,1
function_441660,原版即为简单返回／空函数,83681,84516,1
function_441670,已修改／替换的非空实现,83687,84522,1
function_4416c0,原版即为简单返回／空函数,83704,84539,1
function_4416d0,保留原反编译函数体,83710,84545,1
function_4417a0,保留原反编译函数体,83733,84568,1
function_4418a0,保留原反编译函数体,83758,84593,1
function_441cb0,保留原反编译函数体,84131,84966,1
function_441df0,保留原反编译函数体,84441,85276,1
function_441e80,保留原反编译函数体,84563,85398,1
function_441ed0,保留原反编译函数体,84602,85437,1
function_442040,保留原反编译函数体,84673,85508,1
function_4420f0,保留原反编译函数体,84706,85541,1
function_442110,保留原反编译函数体,84716,85551,1
function_4422e0,保留原反编译函数体,84787,85622,1
function_442300,保留原反编译函数体,84798,85633,1
function_442430,保留原反编译函数体,84956,85791,1
function_442480,保留原反编译函数体,84978,85813,1
function_4424b0,保留原反编译函数体,85003,85838,1
function_4424f0,保留原反编译函数体,85030,85865,1
function_442570,保留原反编译函数体,85060,85895,1
function_442680,保留原反编译函数体,85123,85958,1
function_4426f0,保留原反编译函数体,85157,85992,1
function_442780,保留原反编译函数体,85183,86018,1
function_4427a0,原版即为简单返回／空函数,85193,86028,1
function_4427b0,保留原反编译函数体,85199,86034,1
function_4427e0,保留原反编译函数体,85211,86046,1
function_442840,保留原反编译函数体,85237,86072,1
function_4428b0,保留原反编译函数体,85266,86101,1
function_442900,保留原反编译函数体,85291,86126,1
function_442930,保留原反编译函数体,85311,86146,1
function_4429d0,保留原反编译函数体,85351,86186,1
function_442bd0,保留原反编译函数体,85498,86333,1
function_442d20,保留原反编译函数体,85605,86440,1
function_442da0,保留原反编译函数体,85687,86522,1
function_442db0,保留原反编译函数体,85694,86529,1
function_442f70,保留原反编译函数体,85730,86565,1
function_442fb0,已修改／替换的非空实现,85751,86586,1
function_442fe0,保留原反编译函数体,85761,86596,1
function_4430e0,保留原反编译函数体,85811,86646,1
function_443140,保留原反编译函数体,85835,86670,1
function_443170,保留原反编译函数体,85851,86686,1
function_443240,已修改／替换的非空实现,85995,86830,1
function_4434c0,保留原反编译函数体,86334,87169,1
function_443510,保留原反编译函数体,86368,87203,1
function_443560,保留原反编译函数体,86387,87222,1
function_443580,保留原反编译函数体,86408,87243,1
function_443660,保留原反编译函数体,86428,87263,1
function_443740,保留原反编译函数体,86448,87283,1
function_443820,保留原反编译函数体,86468,87303,1
function_4438a0,保留原反编译函数体,86485,87320,1
function_443920,保留原反编译函数体,86502,87337,1
function_4439a0,保留原反编译函数体,86516,87351,1
function_443a40,保留原反编译函数体,86533,87368,1
function_443b80,保留原反编译函数体,86579,87414,1
function_443cc0,保留原反编译函数体,86625,87460,1
function_443e00,保留原反编译函数体,86671,87506,1
function_443f50,保留原反编译函数体,86717,87552,1
function_444000,原版即为简单返回／空函数,86779,87614,1
function_444090,保留原反编译函数体,86785,87620,1
function_444120,保留原反编译函数体,86793,87628,1
function_4441b0,保留原反编译函数体,86813,87648,1
function_444290,保留原反编译函数体,86888,87723,1
function_4443c0,保留原反编译函数体,86970,87805,1
function_444430,保留原反编译函数体,86985,87820,1
function_444487,保留原反编译函数体,86994,87829,1
function_44449a,保留原反编译函数体,87003,87838,1
function_4444c0,保留原反编译函数体,87013,87848,1
function_44451b,保留原反编译函数体,87023,87858,1
function_44452e,保留原反编译函数体,87032,87867,1
function_444550,保留原反编译函数体,87042,87877,1
function_444570,已修改／替换的非空实现,87052,87887,1
function_4445fe,原版即为简单返回／空函数,87070,87905,1
function_444606,保留原反编译函数体,87076,87911,1
function_444630,原版即为简单返回／空函数,87086,87921,1
function_444650,保留原反编译函数体,87094,87929,1
function_4446a7,保留原反编译函数体,87103,87938,1
function_4446ba,保留原反编译函数体,87112,87947,1
function_4446e0,保留原反编译函数体,87120,87955,1
function_444930,保留原反编译函数体,87388,88223,1
function_4449c0,保留原反编译函数体,87405,88240,1
function_444a50,保留原反编译函数体,87426,88261,1
function_444ad0,保留原反编译函数体,87476,88311,1
function_444bf0,保留原反编译函数体,87530,88365,1
function_444e30,保留原反编译函数体,87656,88491,1
function_444f00,保留原反编译函数体,87687,88522,1
function_444fb0,保留原反编译函数体,87726,88561,1
function_4450f0,保留原反编译函数体,87751,88586,1
function_445220,原版即为简单返回／空函数,87877,88712,1
function_445230,保留原反编译函数体,87883,88718,1
function_445350,保留原反编译函数体,87924,88759,1
function_445410,保留原反编译函数体,87998,88833,1
function_445530,已修改／替换的非空实现,88090,88925,1
function_445580,保留原反编译函数体,88101,88943,1
