function,category,original_line,current_line,cpp_locations
function_4417a0,unchanged_decompiled_body,83733,79948,
function_4418a0,unchanged_decompiled_body,83758,79973,
function_441cb0,unchanged_decompiled_body,84131,80346,
function_441df0,unchanged_decompiled_body,84441,80656,
function_441e80,unchanged_decompiled_body,84563,80778,
function_441ed0,unchanged_decompiled_body,84602,80817,
function_442040,unchanged_decompiled_body,84673,80888,
function_4420f0,unchanged_decompiled_body,84706,80921,
function_442110,unchanged_decompiled_body,84716,80931,
function_4422e0,unchanged_decompiled_body,84787,81002,
function_442300,unchanged_decompiled_body,84798,81013,
function_442430,unchanged_decompiled_body,84956,81171,
function_442480,unchanged_decompiled_body,84978,81193,
function_4424b0,unchanged_decompiled_body,85003,81218,
function_4424f0,unchanged_decompiled_body,85030,81245,
function_442570,unchanged_decompiled_body,85060,81275,
function_442680,unchanged_decompiled_body,85123,81338,
function_4426f0,unchanged_decompiled_body,85157,81372,
function_442780,unchanged_decompiled_body,85183,81398,
function_4427a0,original_short_body,85193,81408,
function_4427b0,unchanged_decompiled_body,85199,81414,
function_4427e0,unchanged_decompiled_body,85211,81426,
function_442840,unchanged_decompiled_body,85237,81452,
function_4428b0,unchanged_decompiled_body,85266,81481,
function_442900,unchanged_decompiled_body,85291,81506,
function_442930,unchanged_decompiled_body,85311,81526,
function_4429d0,unchanged_decompiled_body,85351,81566,
function_442bd0,unchanged_decompiled_body,85498,81713,
function_442d20,unchanged_decompiled_body,85605,81820,
function_442da0,unchanged_decompiled_body,85687,81902,
function_442db0,unchanged_decompiled_body,85694,81909,
function_442f70,unchanged_decompiled_body,85730,81945,
function_442fb0,modified_nonempty_body,85751,81966,
function_442fe0,unchanged_decompiled_body,85761,81976,
function_4430e0,unchanged_decompiled_body,85811,82026,
function_443140,unchanged_decompiled_body,85835,82050,
function_443170,unchanged_decompiled_body,85851,82066,
function_443240,modified_nonempty_body,85995,82210,
function_4434c0,unchanged_decompiled_body,86334,82549,
function_443510,unchanged_decompiled_body,86368,82583,
function_443560,unchanged_decompiled_body,86387,82602,
function_443580,unchanged_decompiled_body,86408,82623,
function_443660,unchanged_decompiled_body,86428,82643,
function_443740,unchanged_decompiled_body,86448,82663,
function_443820,unchanged_decompiled_body,86468,82683,
function_4438a0,unchanged_decompiled_body,86485,82700,
function_443920,unchanged_decompiled_body,86502,82717,
function_4439a0,unchanged_decompiled_body,86516,82731,
function_443a40,unchanged_decompiled_body,86533,82748,
function_443b80,unchanged_decompiled_body,86579,82794,
function_443cc0,unchanged_decompiled_body,86625,82840,
function_443e00,unchanged_decompiled_body,86671,82886,
function_443f50,unchanged_decompiled_body,86717,82932,
function_444000,original_short_body,86779,82994,
function_444090,unchanged_decompiled_body,86785,83000,
function_444120,unchanged_decompiled_body,86793,83008,
function_4441b0,unchanged_decompiled_body,86813,83028,
function_444290,unchanged_decompiled_body,86888,83103,
function_4443c0,unchanged_decompiled_body,86970,83185,
function_444430,unchanged_decompiled_body,86985,83200,
function_444487,unchanged_decompiled_body,86994,83209,
function_44449a,unchanged_decompiled_body,87003,83218,
function_4444c0,unchanged_decompiled_body,87013,83228,
function_44451b,unchanged_decompiled_body,87023,83238,
function_44452e,unchanged_decompiled_body,87032,83247,
function_444550,unchanged_decompiled_body,87042,83257,
function_444570,modified_nonempty_body,87052,83267,
function_4445fe,original_short_body,87070,83285,
function_444606,unchanged_decompiled_body,87076,83291,
function_444630,original_short_body,87086,83301,
function_444650,unchanged_decompiled_body,87094,83309,
function_4446a7,unchanged_decompiled_body,87103,83318,
function_4446ba,unchanged_decompiled_body,87112,83327,
function_4446e0,unchanged_decompiled_body,87120,83335,
function_444930,unchanged_decompiled_body,87388,83603,
function_4449c0,unchanged_decompiled_body,87405,83620,
function_444a50,unchanged_decompiled_body,87426,83641,
function_444ad0,unchanged_decompiled_body,87476,83691,
function_444bf0,unchanged_decompiled_body,87530,83745,
function_444e30,unchanged_decompiled_body,87656,83871,
function_444f00,unchanged_decompiled_body,87687,83902,
function_444fb0,unchanged_decompiled_body,87726,83941,
function_4450f0,unchanged_decompiled_body,87751,83966,
function_445220,original_short_body,87877,84092,
function_445230,unchanged_decompiled_body,87883,84098,
function_445350,unchanged_decompiled_body,87924,84139,
function_445410,unchanged_decompiled_body,87998,84213,
function_445530,modified_nonempty_body,88090,84305,
function_445580,unchanged_decompiled_body,88101,84323,
function_4455e0,unchanged_decompiled_body,88112,84334,
function_445650,unchanged_decompiled_body,88125,84347,
function_4456c0,unchanged_decompiled_body,88139,84361,
function_445730,cpp_address_replacement,88153,,src/squirrel/squirrel_native_calls.cpp:115
function_445790,unchanged_decompiled_body,88165,84378,
function_4457f0,unchanged_decompiled_body,88177,84390,
function_445880,unchanged_decompiled_body,88198,84411,
function_445910,unchanged_decompiled_body,88219,84432,
function_4459a0,unchanged_decompiled_body,88240,84453,
function_445a30,unchanged_decompiled_body,88261,84474,
function_445b40,unchanged_decompiled_body,88355,84568,
function_445ba0,unchanged_decompiled_body,88389,84602,
function_445c50,unchanged_decompiled_body,88440,84653,
function_445d40,unchanged_decompiled_body,88504,84717,
function_445e90,unchanged_decompiled_body,88538,84751,
function_445f50,unchanged_decompiled_body,88574,84787,
function_445fb0,unchanged_decompiled_body,88597,84810,
function_4460d0,unchanged_decompiled_body,88691,84904,
function_4461b0,original_short_body,88724,84937,
function_4461c0,original_short_body,88732,84945,
function_4461d0,unchanged_decompiled_body,88740,84953,
function_446210,unchanged_decompiled_body,88764,84977,
function_446220,modified_nonempty_body,88774,84987,
function_4462c0,unchanged_decompiled_body,88806,85019,
function_446370,modified_nonempty_body,88864,85077,
function_446520,unchanged_decompiled_body,88897,85110,
function_4467e0,unchanged_decompiled_body,88988,85201,
function_446920,unchanged_decompiled_body,89075,85288,
function_446a30,unchanged_decompiled_body,89123,85336,
function_446a90,unchanged_decompiled_body,89153,85366,
function_446af0,unchanged_decompiled_body,89180,85393,
function_446b70,unchanged_decompiled_body,89203,85416,
function_446bd0,modified_nonempty_body,89214,85427,
function_447050,unchanged_decompiled_body,89535,85748,
function_447080,unchanged_decompiled_body,89556,85769,
function_447340,original_short_body,89686,85899,
function_447350,modified_nonempty_body,89692,85905,
function_4473a0,original_short_body,89709,85922,
function_4473b0,unchanged_decompiled_body,89715,85928,
function_447470,unchanged_decompiled_body,89738,85951,
function_447570,unchanged_decompiled_body,89763,85976,
function_447980,unchanged_decompiled_body,90136,86349,
function_447a00,unchanged_decompiled_body,90166,86379,
function_447b20,unchanged_decompiled_body,90225,86438,
function_447b90,unchanged_decompiled_body,90259,86472,
function_447bb0,original_short_body,90269,86482,
function_447bc0,unchanged_decompiled_body,90275,86488,
function_447bf0,unchanged_decompiled_body,90287,86500,
function_447c50,unchanged_decompiled_body,90299,86512,
function_447c60,unchanged_decompiled_body,90308,86521,
function_447cf0,unchanged_decompiled_body,90332,86545,
function_447dc0,unchanged_decompiled_body,90476,86689,
function_447f80,modified_nonempty_body,90512,86725,
function_448200,unchanged_decompiled_body,90851,87064,
function_448250,unchanged_decompiled_body,90885,87098,
function_4482a0,unchanged_decompiled_body,90904,87117,
function_4483e0,unchanged_decompiled_body,90950,87163,
function_448520,unchanged_decompiled_body,90996,87209,
function_448670,unchanged_decompiled_body,91042,87255,
function_448750,unchanged_decompiled_body,91062,87275,
function_448830,unchanged_decompiled_body,91082,87295,
function_448910,unchanged_decompiled_body,91102,87315,
function_4489b0,unchanged_decompiled_body,91119,87332,
function_448a90,unchanged_decompiled_body,91194,87407,
function_448bc0,modified_nonempty_body,91278,87491,
function_448c7b,original_short_body,91301,87514,
function_448c83,unchanged_decompiled_body,91307,87520,
function_448cb0,unchanged_decompiled_body,91315,87528,
function_448f00,unchanged_decompiled_body,91585,87798,
function_449040,unchanged_decompiled_body,91639,87852,
function_4490d0,unchanged_decompiled_body,91660,87873,
function_449160,unchanged_decompiled_body,91681,87894,
function_4491f0,unchanged_decompiled_body,91702,87915,
function_449269,unchanged_decompiled_body,91723,87936,
function_449300,original_short_body,91743,87956,
function_449310,original_short_body,91751,87964,
function_449320,unchanged_decompiled_body,91759,87972,
function_449360,unchanged_decompiled_body,91776,87989,
function_4493f0,modified_nonempty_body,91802,88015,
function_4495a0,unchanged_decompiled_body,91835,88048,
function_449860,unchanged_decompiled_body,91926,88139,
function_4499a0,unchanged_decompiled_body,92014,88227,
function_449ab0,unchanged_decompiled_body,92062,88275,
function_449b10,unchanged_decompiled_body,92092,88305,
function_449b70,unchanged_decompiled_body,92119,88332,
function_449c10,unchanged_decompiled_body,92148,88361,
function_449c50,unchanged_decompiled_body,92166,88379,
function_449f10,original_short_body,92296,88509,
function_449f20,modified_nonempty_body,92302,88515,
function_449f70,original_short_body,92319,88532,
function_449f80,unchanged_decompiled_body,92325,88538,
function_44a070,unchanged_decompiled_body,92358,88571,
function_44a170,unchanged_decompiled_body,92385,88598,
function_44a580,unchanged_decompiled_body,92758,88971,
function_44a600,unchanged_decompiled_body,92788,89001,
function_44a720,unchanged_decompiled_body,92847,89060,
function_44a790,unchanged_decompiled_body,92879,89092,
function_44a7b0,original_short_body,92887,89100,
function_44a7c0,unchanged_decompiled_body,92893,89106,
function_44a7f0,unchanged_decompiled_body,92905,89118,
function_44a800,unchanged_decompiled_body,92914,89127,
function_44a890,unchanged_decompiled_body,92938,89151,
function_44a960,unchanged_decompiled_body,93082,89295,
function_44ab20,modified_nonempty_body,93118,89331,
function_44ada0,unchanged_decompiled_body,93457,89670,
function_44ae00,unchanged_decompiled_body,93516,89729,
function_44ae50,unchanged_decompiled_body,93550,89763,
function_44aea0,unchanged_decompiled_body,93569,89782,
function_44afe0,unchanged_decompiled_body,93614,89827,
function_44b120,unchanged_decompiled_body,93660,89873,
function_44b270,unchanged_decompiled_body,93706,89919,
function_44b350,unchanged_decompiled_body,93726,89939,
function_44b430,unchanged_decompiled_body,93746,89959,
function_44b510,unchanged_decompiled_body,93766,89979,
function_44b5b0,unchanged_decompiled_body,93783,89996,
function_44b690,unchanged_decompiled_body,93858,90071,
function_44b7c0,unchanged_decompiled_body,93942,90155,
function_44b7e0,original_short_body,93951,90164,
function_44b800,original_short_body,93957,90170,
function_44b820,original_short_body,93963,90176,
function_44b840,unchanged_decompiled_body,93969,90182,
function_44ba90,unchanged_decompiled_body,94237,90450,
function_44bb10,unchanged_decompiled_body,94248,90461,
function_44bbc0,unchanged_decompiled_body,94268,90481,
function_44bc50,unchanged_decompiled_body,94285,90498,
function_44bce0,unchanged_decompiled_body,94306,90519,
function_44be20,unchanged_decompiled_body,94360,90573,
function_44beb0,unchanged_decompiled_body,94381,90594,
function_44bf29,unchanged_decompiled_body,94402,90615,
function_44bf50,unchanged_decompiled_body,94414,90627,
function_44c050,modified_nonempty_body,94465,90678,
function_44c140,unchanged_decompiled_body,94507,90720,
function_44c1c0,unchanged_decompiled_body,94566,90779,
function_44c2a0,modified_nonempty_body,94618,90831,
function_44c350,unchanged_decompiled_body,94631,90844,
function_44c5c0,unchanged_decompiled_body,94711,90924,
function_44c700,unchanged_decompiled_body,94797,91010,
function_44c810,unchanged_decompiled_body,94843,91056,
function_44c870,unchanged_decompiled_body,94867,91080,
function_44c8d0,unchanged_decompiled_body,94892,91105,
function_44c990,modified_nonempty_body,94917,91130,
function_44ca60,unchanged_decompiled_body,94951,91164,
function_44cad0,modified_nonempty_body,94989,91202,
function_44cbb0,unchanged_decompiled_body,95061,91274,
function_44ce70,original_short_body,95191,91404,
function_44ce80,modified_nonempty_body,95197,91410,
function_44ced0,original_short_body,95214,91427,
function_44cee0,unchanged_decompiled_body,95220,91433,
function_44cfb0,unchanged_decompiled_body,95243,91456,
function_44d0b0,unchanged_decompiled_body,95268,91481,
function_44d4c0,unchanged_decompiled_body,95639,91852,
function_44d550,unchanged_decompiled_body,95761,91974,
function_44d5a0,unchanged_decompiled_body,95771,91984,
function_44d670,unchanged_decompiled_body,95861,92074,
function_44d730,unchanged_decompiled_body,95921,92134,
function_44d7b0,unchanged_decompiled_body,95951,92164,
function_44d8d0,unchanged_decompiled_body,96010,92223,
function_44d940,unchanged_decompiled_body,96044,92257,
function_44d960,original_short_body,96054,92267,
function_44d970,unchanged_decompiled_body,96060,92273,
function_44d9a0,modified_nonempty_body,96074,92287,
function_44daa0,unchanged_decompiled_body,96124,92337,
function_44dab0,unchanged_decompiled_body,96133,92346,
function_44db40,unchanged_decompiled_body,96157,92370,
function_44dc10,unchanged_decompiled_body,96186,92399,
function_44dda0,unchanged_decompiled_body,96363,92576,
function_44df60,unchanged_decompiled_body,96399,92612,
function_44dfc0,unchanged_decompiled_body,96451,92664,
function_44e080,unchanged_decompiled_body,96596,92809,
function_44e170,modified_nonempty_body,96692,92905,
function_44e3f0,modified_nonempty_body,97031,93244,
function_44e6e0,unchanged_decompiled_body,97435,93648,
function_44e730,unchanged_decompiled_body,97469,93682,
function_44e780,cpp_address_replacement,97488,,src/reconstructed/act_containers.cpp:261
function_44e9d0,unchanged_decompiled_body,97607,93820,
function_44eb10,unchanged_decompiled_body,97653,93866,
function_44ec50,unchanged_decompiled_body,97699,93912,
function_44ed30,unchanged_decompiled_body,97719,93932,
function_44ee10,unchanged_decompiled_body,97739,93952,
function_44eeb0,unchanged_decompiled_body,97756,93969,
function_44ef90,unchanged_decompiled_body,97831,94044,
function_44f0c0,original_short_body,97913,94126,
function_44f0e0,unchanged_decompiled_body,97919,94132,
function_44f140,unchanged_decompiled_body,97933,94146,
function_44f390,unchanged_decompiled_body,98201,94414,
function_44f420,unchanged_decompiled_body,98218,94431,
function_44f4b0,unchanged_decompiled_body,98239,94452,
function_44f6f0,unchanged_decompiled_body,98336,94549,
function_44f720,unchanged_decompiled_body,98365,94578,
function_44f7ab,unchanged_decompiled_body,98386,94599,
function_44f7b0,unchanged_decompiled_body,98393,94606,
function_44f829,unchanged_decompiled_body,98414,94627,
function_44f8d0,unchanged_decompiled_body,98436,94649,
function_44f960,unchanged_decompiled_body,98455,94668,
function_44f9c0,unchanged_decompiled_body,98468,94681,
function_44fa90,unchanged_decompiled_body,98505,94718,
function_44fb50,unchanged_decompiled_body,98650,94863,
function_44fbe0,unchanged_decompiled_body,98700,94913,
function_44fc83,original_short_body,98718,94931,
function_44fca0,unchanged_decompiled_body,98724,94937,
function_44fcc0,unchanged_decompiled_body,98745,94958,
function_44fd10,original_short_body,98799,95012,
function_44fd20,unchanged_decompiled_body,98805,95018,
function_44fd30,unchanged_decompiled_body,98814,95027,
function_44fd60,unchanged_decompiled_body,98827,95040,
function_44fdd0,modified_nonempty_body,98842,95055,
function_44fde0,modified_nonempty_body,98851,95064,
function_44ff90,unchanged_decompiled_body,98931,95144,
function_450020,modified_nonempty_body,98965,95178,
function_450350,pr4_disconnected_removal,99310,,
function_450950,replacement_mapping_unresolved,99454,,
function_450d80,modified_nonempty_body,99719,95200,
function_450e30,replacement_mapping_unresolved,99756,,
function_450f30,pr4_disconnected_removal,99784,,
function_451270,unchanged_decompiled_body,99940,95447,
function_4513f0,unchanged_decompiled_body,100020,95527,
function_4514a0,replacement_mapping_unresolved,100049,,
function_451590,modified_nonempty_body,100098,95711,
function_4515a0,modified_nonempty_body,100105,95716,
function_4515c0,modified_nonempty_body,100113,95721,
function_4515f0,modified_nonempty_body,100121,95726,
function_451610,modified_nonempty_body,100136,95731,
function_451620,modified_nonempty_body,100144,95736,
function_451630,modified_nonempty_body,100153,95741,
function_451640,modified_nonempty_body,100162,95746,
function_4517c0,modified_nonempty_body,100297,95870,
function_4558b0,unchanged_decompiled_body,100324,95897,
function_455ee0,unchanged_decompiled_body,100361,95934,
function_451b70,modified_nonempty_body,100447,96020,
function_451f30,unchanged_decompiled_body,100598,96171,
function_451f80,modified_nonempty_body,100632,96205,
function_452010,unchanged_decompiled_body,100651,96224,
function_452020,modified_nonempty_body,100659,96232,
function_452040,modified_nonempty_body,100672,96247,
function_452150,modified_nonempty_body,100720,96332,
function_452220,modified_nonempty_body,100742,96354,
function_452270,unchanged_decompiled_body,100757,96369,
function_4522c0,unchanged_decompiled_body,100773,96385,
function_4522f0,modified_nonempty_body,100788,96745,
function_4525d0,modified_nonempty_body,101041,97360,
function_452ac0,unchanged_decompiled_body,101595,97545,
function_452ad0,unchanged_decompiled_body,101607,97557,
function_452ba0,unchanged_decompiled_body,101649,97599,
function_452be0,unchanged_decompiled_body,101664,97614,
function_452c20,modified_nonempty_body,101698,97651,
function_452cf0,unchanged_decompiled_body,101750,97703,
function_452d40,modified_nonempty_body,101783,97736,
function_453030,unchanged_decompiled_body,102147,98100,
function_4530a0,unchanged_decompiled_body,102183,98136,
function_453120,unchanged_decompiled_body,102213,98166,
function_453240,unchanged_decompiled_body,102272,98225,
function_4532b0,unchanged_decompiled_body,102304,98257,
function_4532d0,original_short_body,102312,98265,
function_4532e0,unchanged_decompiled_body,102318,98271,
function_453360,unchanged_decompiled_body,102347,98300,
function_4533e0,unchanged_decompiled_body,102377,98330,
function_453440,unchanged_decompiled_body,102411,98364,
function_4534a0,unchanged_decompiled_body,102430,98383,
function_4534c0,unchanged_decompiled_body,102451,98404,
function_4534e0,unchanged_decompiled_body,102472,98425,
function_4534f0,unchanged_decompiled_body,102481,98434,
function_453580,unchanged_decompiled_body,102507,98460,
function_4535c0,unchanged_decompiled_body,102525,98478,
function_4536b0,unchanged_decompiled_body,102568,98521,
function_4537b0,unchanged_decompiled_body,102615,98568,
function_4537d0,unchanged_decompiled_body,102633,98586,
function_453880,unchanged_decompiled_body,102772,98725,
function_4538e0,unchanged_decompiled_body,102824,98777,
function_4539b0,unchanged_decompiled_body,102968,98921,
function_453b70,unchanged_decompiled_body,103004,98957,
function_453bd0,unchanged_decompiled_body,103028,98981,
function_453c30,unchanged_decompiled_body,103052,99005,
function_453c80,modified_nonempty_body,103089,99042,
function_453f00,unchanged_decompiled_body,103428,99381,
function_453f40,unchanged_decompiled_body,103459,99412,
function_453f90,unchanged_decompiled_body,103493,99446,
function_453fe0,unchanged_decompiled_body,103512,99465,
function_454030,unchanged_decompiled_body,103564,99517,
function_454110,unchanged_decompiled_body,103584,99537,
function_4541f0,unchanged_decompiled_body,103604,99557,
function_4542d0,unchanged_decompiled_body,103624,99577,
function_4543b0,unchanged_decompiled_body,103644,99597,
function_454490,unchanged_decompiled_body,103664,99617,
function_454560,unchanged_decompiled_body,103739,99692,
function_454640,unchanged_decompiled_body,103814,99767,
function_454770,unchanged_decompiled_body,103896,99849,
function_454950,unchanged_decompiled_body,104117,100070,
function_454ba0,unchanged_decompiled_body,104385,100338,
function_454c20,unchanged_decompiled_body,104414,100367,
function_454c80,unchanged_decompiled_body,104425,100378,
function_454cf0,unchanged_decompiled_body,104442,100395,
function_454d60,unchanged_decompiled_body,104458,100411,
function_454dd0,unchanged_decompiled_body,104474,100427,
function_454e40,unchanged_decompiled_body,104492,100445,
function_454ed0,unchanged_decompiled_body,104509,100462,
function_454f80,unchanged_decompiled_body,104535,100488,
function_455010,unchanged_decompiled_body,104554,100507,
function_455090,unchanged_decompiled_body,104588,100541,
function_4550d0,unchanged_decompiled_body,104622,100575,
function_455180,unchanged_decompiled_body,104696,100649,
function_455230,unchanged_decompiled_body,104735,100688,
function_4552e0,cpp_address_replacement,104787,,src/squirrel/squirrel_native_calls.cpp:125
function_455330,modified_nonempty_body,104797,100743,
function_455390,unchanged_decompiled_body,104810,100794,
function_4554b0,unchanged_decompiled_body,104839,100823,
function_455520,unchanged_decompiled_body,104852,100836,
function_4555a0,cpp_address_replacement,104867,,src/squirrel/squirrel_native_calls.cpp:137
function_4556c0,unchanged_decompiled_body,104896,100854,
function_455730,unchanged_decompiled_body,104909,100867,
function_4557a0,unchanged_decompiled_body,104922,100880,
function_4557d0,unchanged_decompiled_body,104954,100912,
function_455880,modified_nonempty_body,105016,100974,
function_455890,modified_nonempty_body,105024,100984,
function_455990,unchanged_decompiled_body,105108,101078,
function_455a20,unchanged_decompiled_body,105166,101136,
function_455c40,unchanged_decompiled_body,105437,101407,
function_455ce0,unchanged_decompiled_body,105514,101484,
function_455d30,modified_nonempty_body,105534,101504,
function_455dc0,unchanged_decompiled_body,105621,101592,
function_455e40,modified_nonempty_body,105652,101699,
function_455ec0,modified_nonempty_body,105669,101713,
function_455f50,unchanged_decompiled_body,105710,101754,
function_455fd0,unchanged_decompiled_body,105751,101795,
function_456210,unchanged_decompiled_body,105973,102017,
function_456260,unchanged_decompiled_body,105995,102039,
function_456290,unchanged_decompiled_body,106014,102058,
function_456310,unchanged_decompiled_body,106030,102074,
function_456360,unchanged_decompiled_body,106060,102104,
function_4563b0,unchanged_decompiled_body,106086,102130,
function_456690,unchanged_decompiled_body,106283,102327,
function_4567d0,unchanged_decompiled_body,106316,102360,
function_456870,unchanged_decompiled_body,106445,102489,
function_4569f0,unchanged_decompiled_body,106576,102620,
function_456a00,unchanged_decompiled_body,106587,102631,
function_456b30,unchanged_decompiled_body,106627,102671,
function_456b60,unchanged_decompiled_body,106647,102691,
function_456ca0,unchanged_decompiled_body,106754,102798,
function_456d00,unchanged_decompiled_body,106782,102826,
function_456f00,unchanged_decompiled_body,107046,103090,
function_456f60,unchanged_decompiled_body,107075,103119,
function_457110,unchanged_decompiled_body,107165,103209,
function_457170,modified_nonempty_body,107187,103231,
function_457260,unchanged_decompiled_body,107282,103326,
function_457270,unchanged_decompiled_body,107289,103333,
function_457280,unchanged_decompiled_body,107296,103340,
function_457310,unchanged_decompiled_body,107346,103390,
function_457500,unchanged_decompiled_body,107553,103597,
function_457660,unchanged_decompiled_body,107671,103715,
function_4576e0,unchanged_decompiled_body,107708,103752,
function_457810,modified_nonempty_body,107907,103951,
function_457a10,replacement_mapping_unresolved,108073,,
function_457a80,unchanged_decompiled_body,108140,104178,
function_457ac0,unchanged_decompiled_body,108166,104204,
function_457b40,unchanged_decompiled_body,108202,104240,
function_457c40,unchanged_decompiled_body,108253,104291,
function_457ca0,unchanged_decompiled_body,108280,104318,
function_457cf0,unchanged_decompiled_body,108307,104345,
function_457e30,unchanged_decompiled_body,108408,104446,
function_457f00,unchanged_decompiled_body,108455,104493,
function_457f60,unchanged_decompiled_body,108477,104515,
function_457fc0,modified_nonempty_body,108505,104543,
function_458090,cpp_address_replacement,108564,,src/reconstructed/act_containers.cpp:269
function_458200,cpp_address_replacement,108717,,src/reconstructed/act_containers.cpp:387
function_4582c0,unchanged_decompiled_body,108789,104826,
function_458330,unchanged_decompiled_body,108818,104855,
function_4583a0,cpp_address_replacement,108832,,src/reconstructed/act_containers.cpp:431
function_4583f0,unchanged_decompiled_body,108864,104901,
function_458410,unchanged_decompiled_body,108897,104934,
function_458440,unchanged_decompiled_body,108925,104962,
function_458570,original_short_body,108988,105025,
function_458580,original_short_body,108994,105031,
function_458590,unchanged_decompiled_body,109002,105039,
function_4585c0,modified_nonempty_body,109020,105057,
function_458710,unchanged_decompiled_body,109199,105238,
function_4587d0,unchanged_decompiled_body,109236,105275,
function_4588a0,unchanged_decompiled_body,109279,105318,
function_458a20,unchanged_decompiled_body,109376,105415,
function_459150,unchanged_decompiled_body,109824,105863,
function_459360,unchanged_decompiled_body,109974,106013,
function_459420,unchanged_decompiled_body,110008,106047,
function_4594a0,unchanged_decompiled_body,110036,106075,
function_4594d0,unchanged_decompiled_body,110053,106092,
function_4594f0,modified_nonempty_body,110066,106105,
function_4595e0,unchanged_decompiled_body,110089,106130,
function_459690,original_short_body,110113,106154,
function_4596a0,original_short_body,110121,106162,
function_4596b0,unchanged_decompiled_body,110127,106168,
function_459780,unchanged_decompiled_body,110165,106206,
function_459800,unchanged_decompiled_body,110208,106249,
function_459840,unchanged_decompiled_body,110237,106278,
function_4598a0,unchanged_decompiled_body,110264,106305,
function_459920,unchanged_decompiled_body,110299,106340,
function_459980,unchanged_decompiled_body,110323,106364,
function_4599e0,unchanged_decompiled_body,110388,106429,
function_459a40,unchanged_decompiled_body,110453,106494,
function_459b40,original_short_body,110547,106588,
function_459b50,unchanged_decompiled_body,110555,106596,
function_459bc0,unchanged_decompiled_body,110589,106630,
function_459d00,unchanged_decompiled_body,110689,106730,
function_459e90,unchanged_decompiled_body,110819,106860,
function_459ec0,unchanged_decompiled_body,110850,106891,
function_459f00,unchanged_decompiled_body,110872,106913,
function_459fa0,unchanged_decompiled_body,110889,106930,
function_459fe0,unchanged_decompiled_body,110909,106950,
function_45a080,unchanged_decompiled_body,110928,106969,
function_45a0a0,unchanged_decompiled_body,110941,106982,
function_45a150,unchanged_decompiled_body,110958,106999,
function_45a190,unchanged_decompiled_body,110978,107019,
function_45a230,unchanged_decompiled_body,110997,107038,
function_45a250,unchanged_decompiled_body,111012,107053,
function_45a2f0,unchanged_decompiled_body,111029,107070,
function_45a320,unchanged_decompiled_body,111047,107088,
function_45a3c0,unchanged_decompiled_body,111066,107107,
function_45a3e0,unchanged_decompiled_body,111079,107120,
function_45a490,unchanged_decompiled_body,111096,107137,
function_45a4c0,unchanged_decompiled_body,111113,107154,
function_45a560,unchanged_decompiled_body,111132,107173,
function_45a590,unchanged_decompiled_body,111153,107194,
function_45a630,unchanged_decompiled_body,111170,107211,
function_45a650,unchanged_decompiled_body,111181,107222,
function_45a700,unchanged_decompiled_body,111200,107241,
function_45a740,unchanged_decompiled_body,111229,107270,
function_45a770,unchanged_decompiled_body,111245,107286,
function_45a780,unchanged_decompiled_body,111254,107295,
function_45a7b0,unchanged_decompiled_body,111272,107313,
function_45a810,unchanged_decompiled_body,111298,107339,
function_45a870,unchanged_decompiled_body,111327,107368,
function_45a8d0,unchanged_decompiled_body,111355,107396,
function_45a940,unchanged_decompiled_body,111387,107428,
function_45a9a0,unchanged_decompiled_body,111416,107457,
function_45aa00,unchanged_decompiled_body,111445,107486,
function_45aa60,unchanged_decompiled_body,111474,107515,
function_45aac0,unchanged_decompiled_body,111503,107544,
function_45ab20,unchanged_decompiled_body,111530,107571,
function_45ab70,unchanged_decompiled_body,111546,107587,
function_45bb10,unchanged_decompiled_body,111571,107612,
function_45ac00,unchanged_decompiled_body,111581,107622,
function_45ac90,modified_nonempty_body,111624,107665,
function_45ade0,modified_nonempty_body,111701,107742,
function_45ae60,unchanged_decompiled_body,111735,107776,
function_45ae70,unchanged_decompiled_body,111745,107786,
function_45aea0,unchanged_decompiled_body,111758,107799,
function_45aed0,unchanged_decompiled_body,111771,107812,
function_45af50,unchanged_decompiled_body,111806,107847,
function_45b0b0,unchanged_decompiled_body,111842,107883,
function_45b140,modified_nonempty_body,111856,107897,
function_45b1d0,unchanged_decompiled_body,111932,107973,
function_45b220,unchanged_decompiled_body,111981,108022,
function_45b2e0,modified_nonempty_body,112024,108065,
function_45b460,unchanged_decompiled_body,112111,108152,
function_45b560,unchanged_decompiled_body,112201,108242,
function_45b5b0,unchanged_decompiled_body,112217,108258,
function_45b640,unchanged_decompiled_body,112253,108294,
function_45b6d0,modified_nonempty_body,112296,108337,
function_45b820,modified_nonempty_body,112373,108414,
function_45b8a0,unchanged_decompiled_body,112407,108448,
function_45b8b0,modified_nonempty_body,112415,108456,
function_45bb60,unchanged_decompiled_body,112539,108580,
function_45bb90,unchanged_decompiled_body,112552,108593,
function_45bbc0,unchanged_decompiled_body,112565,108606,
function_45bc30,unchanged_decompiled_body,112597,108638,
function_45bc40,unchanged_decompiled_body,112610,108651,
function_45bd00,modified_nonempty_body,112635,108676,
function_45bd80,modified_nonempty_body,112679,108720,
function_45be30,unchanged_decompiled_body,112724,108765,
function_45bee0,unchanged_decompiled_body,112805,108846,
function_45c030,unchanged_decompiled_body,112912,108953,
function_45c070,unchanged_decompiled_body,112935,108976,
function_45c090,unchanged_decompiled_body,112952,108993,
function_45c0f0,unchanged_decompiled_body,112984,109025,
function_45c200,unchanged_decompiled_body,113096,109137,
function_45c260,unchanged_decompiled_body,113111,109152,
